candidate_id,scenario_id,applicable,rank,unique_trips,unique_routes,active_stops,events
extend-hours:parks:29724,rider-conditional,true,224,6,2,5,15
extend-hours:parks:29724,normal-operations,true,227,6,2,5,15
extend-hours:parks:29724,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29724,saturday,true,219,6,2,5,15
extend-hours:parks:29728,primary,true,253,5,1,2,5
extend-hours:parks:29728,distance-300,true,229,3,1,1,3
extend-hours:parks:29728,distance-500,true,282,5,1,3,8
extend-hours:parks:29728,rider-conditional,true,250,5,1,2,5
extend-hours:parks:29728,normal-operations,true,253,5,1,2,5
extend-hours:parks:29728,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29728,saturday,true,259,4,1,2,4
extend-hours:parks:29729,primary,true,7,55,6,11,91
extend-hours:parks:29729,distance-300,true,85,17,4,2,17
extend-hours:parks:29729,distance-500,true,23,55,6,14,113
extend-hours:parks:29729,rider-conditional,true,5,55,6,11,91
extend-hours:parks:29729,normal-operations,true,7,55,6,11,91
extend-hours:parks:29729,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29729,saturday,true,6,57,6,11,98
extend-hours:parks:29732,primary,true,358,0,0,0,0
extend-hours:parks:29732,distance-300,true,354,0,0,0,0
extend-hours:parks:29732,distance-500,true,360,0,0,0,0
extend-hours:parks:29732,rider-conditional,true,358,0,0,0,0
extend-hours:parks:29732,normal-operations,true,358,0,0,0,0
extend-hours:parks:29732,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29732,saturday,true,358,0,0,0,0
extend-hours:parks:29740,primary,true,280,2,1,1,2
extend-hours:parks:29740,distance-300,true,356,0,0,0,0
extend-hours:parks:29740,distance-500,true,292,4,1,3,6
extend-hours:parks:29740,rider-conditional,true,278,2,1,1,2
extend-hours:parks:29740,normal-operations,true,280,2,1,1,2
extend-hours:parks:29740,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29740,saturday,true,269,3,1,1,3
extend-hours:parks:29745,primary,true,361,0,0,0,0
extend-hours:parks:29745,distance-300,true,358,0,0,0,0
extend-hours:parks:29745,distance-500,true,307,2,1,1,2
extend-hours:parks:29745,rider-conditional,true,361,0,0,0,0
extend-hours:parks:29745,normal-operations,true,361,0,0,0,0
extend-hours:parks:29745,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29745,saturday,true,361,0,0,0,0
extend-hours:parks:29746,primary,true,362,0,0,0,0
extend-hours:parks:29746,distance-300,true,359,0,0,0,0
extend-hours:parks:29746,distance-500,true,363,0,0,0,0
extend-hours:parks:29746,rider-conditional,true,362,0,0,0,0
extend-hours:parks:29746,normal-operations,true,362,0,0,0,0
extend-hours:parks:29746,optimistic-information,false,not applicable,not applicable,not applicable,not applicable,not applicable
extend-hours:parks:29746,saturday,true,362,0,0,0,0
extend-hours:parks:29751,primary,true,363,0,0,0,0
extend-hours:parks:29751,distance-300,true,360,0,0,0,0
extend-hours:parks:29751,distance-500,true,194,14,1,3,19
extend-hours:parks:29751,rider-conditional,true,363,0,0,0,0
extend-hours:parks:29751,normal-operations,true,363,0,0,0,0
